ID,Title,Author,Publication Date,Language,LoC Class,Subjects,Link
17157,Gulliver's Travels into Several Remote Regions of the World by Jonathan Swift (41),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/17157
544,Anne's House of Dreams by L. M.  Montgomery (41),"Montgomery, L. M. (Lucy Maud), 1874-1942","May 1, 1996",English,PZ: Language and Literatures: Juvenile belles lettres,"Orphans -- Fiction, Young women -- Fiction, Friendship -- Fiction, Marriage -- Fiction, Country life -- Prince Edward Island -- Fiction, Prince Edward Island -- History -- 20th century -- Fiction, Canada -- History -- 1867-1914 -- Fiction, Shirley, Anne (Fictitious character) -- Fiction",https://www.gutenberg.org/ebooks/544
18947,"The Younger Edda; Also called Snorre's Edda, or The Prose Edda by Snorri Sturluson (41)",Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/18947
1079,"The Life and Opinions of Tristram Shandy, Gentleman by Laurence Sterne (41)",Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/1079
72234,Spacerogue by Robert Silverberg (41),"Silverberg, Robert, 1935-","Nov 26, 2023",English,PS: Language and Literatures: American and Canadian literature,"Science fiction, Revenge -- Fiction, Life on other planets -- Fiction",https://www.gutenberg.org/ebooks/72234
27083,The Subjection of Women by John Stuart Mill (40),"Mill, John Stuart, 1806-1873","Oct 28, 2008",English,"HQ: Social sciences: The family, Marriage, Sex and Gender","Women -- Social and moral questions, Women's rights",https://www.gutenberg.org/ebooks/27083
201,Flatland: A Romance of Many Dimensions by Edwin Abbott Abbott (40),"Abbott, Edwin Abbott, 1838-1926","Jan 1, 1995",English,QA: Science: Mathematics,Fourth dimension,https://www.gutenberg.org/ebooks/201
70652,At the mountains of madness by H. P.  Lovecraft (40),"Lovecraft, H. P. (Howard Phillips), 1890-1937","Apr 27, 2023",English,PS: Language and Literatures: American and Canadian literature,"Fantasy fiction, Horror tales, Antarctica -- Fiction, Fossils -- Collection and preservation -- Fiction, Scientific expeditions -- Fiction, Stone carving -- Fiction",https://www.gutenberg.org/ebooks/70652
70020,La spada di fuoco : by Anton Giulio Barrili (40),"Barrili, Anton Giulio, 1836-1908","Feb 11, 2023",Italian,"PQ: Language and Literatures: Romance literatures: French, Italian, Spanish, Portuguese",Italian fiction -- 19th century,https://www.gutenberg.org/ebooks/70020
72228,The making of a woman by Amy Le Feuvre (40),"Le Feuvre, Amy, -1929","Nov 26, 2023",English,PR: Language and Literatures: English literature,"Young women -- Fiction, Love stories, Grandfathers -- Fiction, Artists -- Fiction, England -- Social life and customs -- 20th century -- Fiction",https://www.gutenberg.org/ebooks/72228
72207,Bomba the jungle boy at the giant cataract : by Roy Rockwood (40),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/72207
102,The Tragedy of Pudd'nhead Wilson by Mark Twain (40),"Twain, Mark, 1835-1910","Sep 14, 2004",English,PS: Language and Literatures: American and Canadian literature,"Impostors and imposture -- Fiction, Missouri -- Fiction, Trials (Murder) -- Fiction, Legal stories, Race relations -- Fiction, Infants switched at birth -- Fiction, Passing (Identity) -- Fiction",https://www.gutenberg.org/ebooks/102
22981,Letters of Two Brides by Honoré de Balzac (40),"Balzac, Honoré de, 1799-1850","Oct 1, 2007",English,"PQ: Language and Literatures: Romance literatures: French, Italian, Spanish, Portuguese","Married women -- Fiction, Epistolary fiction, Man-woman relationships -- Fiction, French fiction -- Translations into English",https://www.gutenberg.org/ebooks/22981
72255,The influence of Greek ideas and usages upon the Christian church by Edwin Hatch (40),"Hatch, Edwin, 1835-1889","Nov 29, 2023",English,"BL: Philosophy, Psychology, Religion: Religion: General, Miscellaneous and Atheism","Church history -- Primitive and early church, ca. 30-600, Philosophy, Ancient, Theology, Doctrinal, Philosophy -- History",https://www.gutenberg.org/ebooks/72255
1280,Spoon River Anthology by Edgar Lee Masters (40),"Masters, Edgar Lee, 1868-1950","Apr 1, 1998",English,PS: Language and Literatures: American and Canadian literature,American poetry,https://www.gutenberg.org/ebooks/1280
9622,"Lyrical Ballads, With a Few Other Poems (1798) by Samuel Taylor Coleridge and William Wordsworth (40)",Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/9622
33900,"Principles of Orchestration, with Musical Examples Drawn from His Own Works by Rimsky-Korsakov (40)",Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/33900
10897,The Wendigo by Algernon Blackwood (40),"Blackwood, Algernon, 1869-1951","Jan 1, 2004",English,PR: Language and Literatures: English literature,Horror tales,https://www.gutenberg.org/ebooks/10897
54,The Marvelous Land of Oz by L. Frank  Baum (40),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/54
37719,"La vita in Palermo cento e più anni fa, Volume 1 by Giuseppe Pitrè (40)","Pitrè, Giuseppe, 1841-1916","Oct 11, 2011",Italian,"DG: History: General and Eastern Hemisphere: Italy, Vatican City, Malta","Palermo (Italy) -- Social life and customs, Sicily (Italy) -- Social life and customs",https://www.gutenberg.org/ebooks/37719
963,Little Dorrit by Charles Dickens (40),"Dickens, Charles, 1812-1870","Jul 1, 1997",English,PR: Language and Literatures: English literature,"London (England) -- Fiction, Inheritance and succession -- Fiction, Love stories, Domestic fiction, Fathers and daughters -- Fiction, Children of prisoners -- Fiction, Marshalsea Prison (Southwark, London, England) -- Fiction, Debt, Imprisonment for -- Fiction",https://www.gutenberg.org/ebooks/963
72245,Rogue psi by James H. Schmitz (40),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/72245
21181,Villette by Charlotte Brontë (40),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/21181
14522,The Canterville Ghost by Oscar Wilde (40),"Wilde, Oscar, 1854-1900","Dec 30, 2004",English,PR: Language and Literatures: English literature,"England -- Fiction, Ghosts -- Fiction",https://www.gutenberg.org/ebooks/14522
46901,Giordano Bruno by J. Lewis  McIntyre (40),"McIntyre, J. Lewis (James Lewis), 1868-","Sep 19, 2014",English,"B: Philosophy, Psychology, Religion","Bruno, Giordano, 1548-1600",https://www.gutenberg.org/ebooks/46901
38503,The Oxford Book of Latin Verse (40),Unknown,"Jan 6, 2012",English,PA: Language and Literatures: Classical Languages and Literature,Latin poetry,https://www.gutenberg.org/ebooks/38503
9842,Y Gododin: A Poem of the Battle of Cattraeth by Aneirin (40),Aneirin,"Feb 1, 2006",Welsh,PB: Language and Literatures: General works,"Cattraeth, Battle of, Catterick, England, ca. 600 -- Poetry",https://www.gutenberg.org/ebooks/9842
2274,How to Live on 24 Hours a Day by Arnold Bennett (40),"Bennett, Arnold, 1867-1931","Aug 1, 2000",English,"BJ: Philosophy, Psychology, Religion: Ethics, Social usages, Etiquette, Religion","Conduct of life, Values, Time management",https://www.gutenberg.org/ebooks/2274
17192,The Raven by Edgar Allan Poe (40),"Poe, Edgar Allan, 1809-1849","Nov 30, 2005",English,PS: Language and Literatures: American and Canadian literature,"Ravens -- Poetry, Fantasy poetry, American",https://www.gutenberg.org/ebooks/17192
20781,Heidi by Johanna Spyri (40),"Spyri, Johanna, 1827-1901","Mar 9, 2007",English,PZ: Language and Literatures: Juvenile belles lettres,"Orphans -- Fiction, Grandfathers -- Fiction, Mountain life -- Switzerland -- Fiction, Switzerland -- History -- 19th century -- Fiction",https://www.gutenberg.org/ebooks/20781
6762,Politics: A Treatise on Government by Aristotle (40),"Aristotle, 384 BCE-322 BCE","Oct 1, 2004",English,JC: Political science: Political theory,Political science -- Early works to 1800,https://www.gutenberg.org/ebooks/6762
11870,"The Country of the Blind, and Other Stories by H. G.  Wells (39)","Wells, H. G. (Herbert George), 1866-1946","Apr 1, 2004",English,PR: Language and Literatures: English literature,"Science fiction, English",https://www.gutenberg.org/ebooks/11870
1549,Commentary on the Epistle to the Galatians by Martin Luther (39),"Luther, Martin, 1483-1546","Dec 1, 1998",English,"BS: Philosophy, Psychology, Religion: Christianity: The Bible, Old and New Testament",Bible. Galatians -- Commentaries,https://www.gutenberg.org/ebooks/1549
1063,The Cask of Amontillado by Edgar Allan Poe (39),"Poe, Edgar Allan, 1809-1849","Jun 6, 2010",English,PS: Language and Literatures: American and Canadian literature,"Horror tales, American, Revenge -- Fiction",https://www.gutenberg.org/ebooks/1063
42854,"Encyclopaedia Britannica, 11th Edition, ""Magnetite"" to ""Malt"" by Various (39)",Various,"Jun 1, 2013",English,AE: General Works: Encyclopedias,Encyclopedias and dictionaries,https://www.gutenberg.org/ebooks/42854
43208,Music in the History of the Western Church by Edward Dickinson (39),"Dickinson, Edward, 1853-1946","Jul 13, 2013",English,ML: Music: Literature of music,Church music,https://www.gutenberg.org/ebooks/43208
1212,Love and Freindship [sic] by Jane Austen (39),"Austen, Jane, 1775-1817","Feb 1, 1998",English,PR: Language and Literatures: English literature,"Essays, Epistolary fiction, England -- Social life and customs -- 18th century -- Fiction",https://www.gutenberg.org/ebooks/1212
22373,Russian Fairy Tales: A Choice Collection of Muscovite Folk-lore (39),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/22373
19625,Aesop's Fables - Volume 10 by Aesop (39),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/19625
58558,Christmas at Thompson Hall by Anthony Trollope (39),"Trollope, Anthony, 1815-1882","Dec 28, 2018",English,PR: Language and Literatures: English literature,"Christmas stories, England -- Fiction",https://www.gutenberg.org/ebooks/58558
12096,"Bushido, the Soul of Japan by Inazo Nitobe (39)","Nitobe, Inazo, 1862-1933","Apr 1, 2004",English,"BJ: Philosophy, Psychology, Religion: Ethics, Social usages, Etiquette, Religion","Japan -- Civilization, Japan -- Social life and customs, Bushido, Ethics -- Japan, Samurai -- History, Philosophy, Japanese",https://www.gutenberg.org/ebooks/12096
72258,The Spanish farm by R. H.  Mottram (39),"Mottram, R. H. (Ralph Hale), 1883-1971","Nov 29, 2023",English,PR: Language and Literatures: English literature,"World War, 1914-1918 -- Fiction, War stories",https://www.gutenberg.org/ebooks/72258
107,Far from the Madding Crowd by Thomas Hardy (39),"Hardy, Thomas, 1840-1928","Feb 1, 1994",English,PR: Language and Literatures: English literature,"Didactic fiction, Love stories, Triangles (Interpersonal relations) -- Fiction, Pastoral fiction, Farm life -- Fiction, Women farmers -- Fiction, Wessex (England) -- Fiction",https://www.gutenberg.org/ebooks/107
657,The Anglo-Saxon Chronicle (39),Unknown,"Sep 1, 1996",English,"DA: History: General and Eastern Hemisphere: Great Britain, Ireland, Central Europe","Great Britain -- History -- Anglo-Saxon period, 449-1066 -- Sources, Anglo-Saxons -- Early works to 1800",https://www.gutenberg.org/ebooks/657
10681,Roget's Thesaurus of English Words and Phrases by Peter Mark Roget (39),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/10681
23997,Eugene Oneguine [Onegin] by Aleksandr Sergeevich Pushkin (39),"Pushkin, Aleksandr Sergeevich, 1799-1837","Dec 27, 2007",English,"PG: Language and Literatures: Slavic (including Russian), Languages and Literature","Russia -- Social life and customs -- Fiction, Novels in verse",https://www.gutenberg.org/ebooks/23997
575,"The Essays or Counsels, Civil and Moral by Francis Bacon (39)","Bacon, Francis, 1561-1626","Jun 1, 1996",English,PR: Language and Literatures: English literature,"English essays -- Early modern, 1500-1700",https://www.gutenberg.org/ebooks/575
24,O Pioneers! by Willa Cather (38),"Cather, Willa, 1873-1947","Jun 27, 2008",English,PS: Language and Literatures: American and Canadian literature,"Nebraska -- Fiction, Historical fiction, Frontier and pioneer life -- Nebraska -- Fiction, Domestic fiction, Siblings -- Fiction, Farm life -- Fiction, Women pioneers -- Fiction, Women farmers -- Fiction, Women immigrants -- Fiction, Swedish Americans -- Fiction",https://www.gutenberg.org/ebooks/24
64908,What Is Art? by graf Leo Tolstoy (38),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/64908
41568,An Introduction to Mathematics by Alfred North Whitehead (38),"Whitehead, Alfred North, 1861-1947","Dec 6, 2012",English,QA: Science: Mathematics,Mathematics,https://www.gutenberg.org/ebooks/41568
15859,The Piazza Tales by Herman Melville (38),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/15859
447,Maggie: A Girl of the Streets by Stephen Crane (38),"Crane, Stephen, 1871-1900","Feb 1, 1996",English,PS: Language and Literatures: American and Canadian literature,"New York (N.Y.) -- Fiction, Psychological fiction, Poor families -- Fiction, Poor women -- Fiction, Prostitutes -- Fiction, Suicide victims -- Fiction, Slums -- Fiction",https://www.gutenberg.org/ebooks/447
8397,Expositions of Holy Scripture: the Acts by Alexander Maclaren (38),"Maclaren, Alexander, 1826-1910","Jun 1, 2005",English,"BS: Philosophy, Psychology, Religion: Christianity: The Bible, Old and New Testament",Bible. Acts -- Commentaries,https://www.gutenberg.org/ebooks/8397
42884,"The Philippine Islands, 1493-1898, Volume 33, 1519-1522 by Antonio Pigafetta (38)","Pigafetta, Antonio, 1480?-1534?","Jun 5, 2013",English,DS: History: General and Eastern Hemisphere: Asia,"Philippines -- History -- Sources, Missions -- Philippines, Philippines -- Discovery and exploration, Demarcation line of Alexander VI",https://www.gutenberg.org/ebooks/42884
2428,An Essay on Man; Moral Essays and Satires by Alexander Pope (38),"Pope, Alexander, 1688-1744","Dec 1, 2000",English,PR: Language and Literatures: English literature,English poetry -- 18th century,https://www.gutenberg.org/ebooks/2428
246,The Rubaiyat of Omar Khayyam by Omar Khayyam (38),"Omar Khayyam, 1048-1122","Apr 1, 1995",English,PK: Language and Literatures: Indo-Iranian literatures,Persian poetry -- Translations into English,https://www.gutenberg.org/ebooks/246
78,Tarzan of the Apes by Edgar Rice Burroughs (38),"Burroughs, Edgar Rice, 1875-1950","Aug 1, 1993",English,PS: Language and Literatures: American and Canadian literature,"Tarzan (Fictitious character) -- Fiction, Africa -- Fiction, Fantasy fiction, Adventure stories, British -- Africa -- Fiction, Wild men -- Fiction",https://www.gutenberg.org/ebooks/78
1074,The Sea-Wolf by Jack London (38),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/1074
257,Troilus and Criseyde by Geoffrey Chaucer (38),"Chaucer, Geoffrey, 1343?-1400","May 1, 1995",English,PR: Language and Literatures: English literature,"Troilus (Legendary character) -- Poetry, Trojan War -- Poetry, Cressida (Fictitious character) -- Poetry, Troy (Extinct city) -- Poetry",https://www.gutenberg.org/ebooks/257
2048,The Sketch-Book of Geoffrey Crayon by Washington Irving (38),"Irving, Washington, 1783-1859","Jan 1, 2000",English,PS: Language and Literatures: American and Canadian literature,"Irving, Washington, 1783-1859 -- Travel -- England, England -- Social life and customs -- 19th century, Fantasy fiction, American, Hudson River Valley (N.Y. and N.J.) -- Fiction, Americans -- England -- History -- 19th century, Catskill Mountains Region (N.Y.) -- Fiction",https://www.gutenberg.org/ebooks/2048
